beerId,name,pubId,beerCategory,beerStyle,alcool
3016,Scaldis No퀌�l / Bush No퀌�l,188,-1,-1,0
3017,Schierlinger Roggen,561,8,95,0
3018,Master Brew Bitter,1132,-1,-1,4
3019,Victory Ale,571,-1,-1,5.2
3020,Spitfire Premium Kentish Strong Ale,1132,-1,-1,4.5
3021,Hinterland Amber Ale,608,3,33,0
3022,Weisse,621,4,50,0
3023,Classic American Pale Ale,599,3,26,0
3024,Irish Stout,483,3,42,0
3025,Hefeweizen,483,4,50,0
3026,Irish Ale,483,1,10,0
3027,Hinterland Pub Draught,608,3,26,0
3028,Fort Edward Augustus 1770 Scottish Ale,1268,-1,-1,0
3029,"Johnny \Blood\"" McNally Irish Red""",1268,3,33,0
3030,Hopping Turtle Pale Ale,1268,3,26,0
3031,Railyard Ale,1268,3,33,0
3032,"The \400\"" Honey Ale""",1268,-1,-1,0
3033,Old Broadway Cream Ale,1268,8,95,0
3034,Helles Honey Bock,355,7,90,0
3035,Summer Alt,355,3,38,0
3036,Dunkelweisse,355,-1,-1,0
3037,Ribleymeister Light,355,8,95,0
3038,Black Cobra Stout,355,3,42,0
3039,Red Rocket Amber Ale,355,3,33,0
3040,Flying Aces Ale,355,3,26,0
3041,Golden Hawk Wheat Beer,355,8,95,0
3042,Arkham Stout,142,3,42,0
3043,Red Toad Amber Ale,142,3,33,0
3044,Off The Rail Pale Ale,142,3,26,0
3045,Wigged Pig Wheat,142,8,95,0
3046,Bucktown Stout,559,3,42,0
3047,Raging River Ale,559,-1,-1,0
3048,Cherry Ale,559,11,116,0
3049,Hefeweizen,559,4,50,0
3050,Old Davenport Gold,559,3,26,0
3051,Stonecutter Stout,1036,3,42,0
3052,Bandit IPA,1036,3,31,0
3053,Railyard Ale,1036,3,38,0
3054,Maibock,1036,7,90,0
3055,Vanilla Creme Ale,1036,-1,-1,0
3056,Barnstormer Pale Ale,1036,3,26,0
3057,Tallgrass Prairie Gold,1036,-1,-1,0
3058,Ramrod Special Bitter Ale,1385,-1,-1,5
3059,Ten Penny American Bitter,161,3,26,0
3060,German Premium Dark,448,3,38,0
3061,Oberg퀌_rig / M퀌_nster Alt,223,3,38,0
3062,Alt,628,3,38,0
3063,Alt,1018,3,38,4.9
3064,Doppelbock (discontinued),590,7,90,0
3065,Rumble Seat Stout (discontinued),590,3,42,0
3066,Stone Beer,256,-1,-1,0
3067,Hex Nut Brown Ale,586,3,38,0
3068,Red Raspberry,642,11,116,0
3069,Spiced Porter,1059,-1,-1,0
3070,Nut Brown,1059,3,38,0
3071,Berliner Weisse,1059,-1,-1,0
3072,Railroad Stout,1059,3,42,0
3073,Doubledecker Doppelbock,1059,7,90,0
3074,M퀌_rzen,1059,7,84,0
3075,Light,1059,-1,-1,0
3076,India Pale Ale,1059,3,26,0
3077,Red Fox Amber,1059,3,33,0
3078,Bullfrog Bitter ESB,1059,-1,-1,0
3079,Maibock,1059,7,90,0
3080,Whistle Stop Weiss Beer,1059,4,50,0
3081,Windy City Pilsner,1059,7,77,0
3082,Calumet Dark,1080,2,25,0
3083,Calumet Amber,1080,3,33,0
3084,Calumet Pils,1080,-1,-1,0
3085,Calumet K퀌_lsch,1080,-1,-1,0
3086,Calumet Wheat,1080,8,95,0
3087,Honey Double Maibock,1211,7,91,7
3088,Baderbr퀌_u Pilsener,586,8,95,0
3089,Old Foghorn 1998,39,-1,-1,10
3090,Double Dark,329,-1,-1,0
3091,Original Lager,728,-1,-1,4.9
3092,Original,708,8,95,4.6
3093,Old Style,565,8,95,0
3094,Paddywhack IPA,902,3,31,6.5
3095,Kriek,288,5,70,0
3096,Badger Porter,1370,2,25,0
3097,Old Backus Barleywine 1997,556,3,35,0
3098,Dempsey Stout,868,3,42,0
3099,Berghoff Original Lager Beer,868,8,95,5.6
3100,Berghoff Hefeweizen,868,4,50,0
3101,Stout,115,3,42,0
3102,Shiner Kosmos Reserve,1179,8,95,0
3103,Shiner Summer Stock K퀌_lsch Beer,1179,-1,-1,0
3104,Grand Cru,356,-1,-1,0
3105,Dubbel Ale,356,-1,-1,0
3106,Saint Arnold Brown Ale,1091,3,38,5.3
3107,Rainbow Red Ale,1370,3,33,0
3108,Skullsplitter Ale,953,1,15,8.5
3109,Fraoch Heather Ale,1367,-1,-1,5
3110,Great Lakes Amber Ale,730,3,33,0
3111,Balboa Cerveza Pilsner,364,8,95,0
3112,Atlas Lager,364,8,95,3.75
3113,Killer Beer Dark Honey Ale,1267,2,25,0
3114,Koff Special III,961,-1,-1,0
3115,Schlitz,1215,8,95,0
3116,Hefe Weissbier,88,4,50,5.4
3117,Kozel Premium,997,-1,-1,5
3118,Golden Rose,622,-1,-1,6
3119,Beer,957,8,95,0
3120,Paddy Pale Ale,1364,3,26,0
3121,Old Speckled Hen,890,1,1,5.2
3122,Capital Maibock,338,7,91,0
3123,Hefe-Weizen,1220,4,50,4.7
3124,Port Clinton Porter,560,2,25,0
3125,5 Malt Ale,443,3,33,0
3126,Brown Ale,1298,3,38,0
3127,St. Louis Gueuze,303,5,70,4.5
3128,Pertotale Faro,268,-1,-1,0
3129,Monk Brown Ale,246,-1,-1,0
3130,Goudenband 1996,287,-1,-1,3.98
3131,Blanche de Bruges,273,-1,-1,5
3132,Brockton Black Lager,597,7,86,6.5
3133,Traditional Ale,121,3,38,5
3134,Premium Lager,579,8,95,5.3
3135,Kings Pilsener,579,-1,-1,5
3136,Locomotive Stout,532,3,42,0
3137,Golden Pale,1230,-1,-1,0
3138,Space-Aged Lager,112,8,95,0
3139,Dunkel Weizen,1230,-1,-1,0
3140,Extra Pale Ale,1220,3,26,5.4
3141,Chubby Brown,1260,3,38,8
3142,Prairie Path Golden Ale,1298,-1,-1,0
3143,Nut Brown,576,3,38,0
3144,Equinox E.S.B.,576,-1,-1,0
3145,Black Forest Dunkelweizen,576,-1,-1,0
3146,Red,576,3,33,0
3147,G.E. Lite,576,8,95,0
3148,Blacksmith Stout,550,3,42,0
3149,Hidden River Red Ale,550,3,26,0
3150,Heritage Wheat,550,8,95,0
3151,Founders Light,550,3,26,0
3152,Dark Satin,1236,7,86,0
3153,Palpitations Porter,1236,2,25,0
3154,Prime I.P.A.,1236,3,26,0
3155,Very Pale Ale,1236,3,26,0
3156,Weisen,1236,4,50,0
3157,Sweeney Stout,32,3,42,0
3158,Aurora Amber Ale,32,3,26,0
3159,Honey Wheat Ale,32,8,95,0
3160,Golden Light,32,3,26,0
3161,Payton Pilsner,32,-1,-1,0
3162,Triple Nickel Irish Stout,1014,3,42,0
3163,Honey Brown Ale,1014,3,38,0
3164,Old Glory American Pale,1014,3,26,0
3165,Vanilla Creme Ale,1014,-1,-1,0
3166,Ale,1014,3,26,0
3167,Prairie Light,1014,-1,-1,0
3168,South Barrington Stout,864,3,42,0
3169,Wheat Honey Ale,864,8,95,0
3170,Dark Star,864,2,25,0
3171,Panther Ale,864,3,26,0
3172,Prairie Inn Pilsner,864,-1,-1,0
3173,Country Ale,864,3,26,0
3174,Harvest Amber Ale,532,3,33,0
3175,Olde Orchard Ale,532,11,116,0
3176,Bockbier,532,7,90,0
3177,Eighty Shilling Ale,532,-1,-1,0
3178,Prairie Wheat Beer,532,8,95,0
3179,Main Street Raz,854,11,116,0
3180,Scapegoat Doppelbock,854,7,90,0
3181,Scapegoat Bock,854,7,90,0
3182,Weisse Hefe-Weizen,1023,4,50,5.4
3183,Original Pils,758,-1,-1,0
3184,Burton Porter,322,2,25,0
3185,Saison 1900,197,-1,-1,5.2
3186,Brandywine Valley Lager,1326,-1,-1,0
3187,Strong Brown Ale,585,1,13,0
3188,Kilgubbin Irish Ale,585,3,33,0
3189,Stockyard Stout,926,3,42,0
3190,Prohibition Smokehouse Porter,926,8,95,0
3191,Blacksmith Bitter Ale,926,-1,-1,0
3192,Chicago Fire,926,3,26,0
3193,Haymarket Pilsner,926,8,95,0
3194,Magnificent Mild,926,1,10,0
3195,Alt,448,3,38,4.9
3196,Dublin Stout,585,3,42,0
3197,Rye Stout,585,8,95,0
3198,Porter,585,2,25,0
3199,Geordie Brown Ale,585,3,38,0
3200,Ruby Mild,585,1,10,0
3201,Dusseldorfer Doppelbock,1346,7,90,6
3202,Dublin Stout,1346,3,42,6
3203,Amber Ale,1346,3,33,0
3204,Nut Brown Ale,1346,3,38,0
3205,ESB,1346,-1,-1,0
3206,M퀌_rzen,1346,7,84,0
3207,Berliner Weisse,1346,-1,-1,0
3208,Pilsner,1346,8,95,0
3209,Wee Heavy,1346,1,15,0
3210,Bavarian Weiss,1346,4,50,0
3211,Kristall Weiss,1346,-1,-1,0
3212,Black Jack Stout,501,3,42,0
3213,Eccentric Ale,501,3,38,0
3214,Zig Zag Lager,1012,-1,-1,0
3215,Red Top Rye,412,8,95,0
3216,Wind Chill Spiced Ale (discontinued),1178,-1,-1,0
3217,Old Market Stout,1316,3,42,0
3218,Heartland Hefeweizen,1316,4,50,0
3219,Strong Scotch Ale,235,1,15,8.6
3220,Raspberry Porter,235,-1,-1,0
3221,Oatmeal Stout,235,3,42,0
3222,India Pale Ale,235,3,26,0
3223,Avalanche Amber,235,3,33,0
3224,Mountain Wheat,235,8,95,0
3225,Nut Brown Ale,1365,3,38,0
3226,Dark,1365,2,25,0
3227,ESB,1365,-1,-1,0
3228,Blackberry,1365,11,116,0
3229,Light,1365,-1,-1,0
3230,Hazelnut Stout,139,-1,-1,0
3231,Sasquatch Stout,529,3,42,0
3232,Blackbird Porter,529,2,25,0
3233,Bubbaganoush Pale Ale,529,3,26,0
3234,Agassiz Amber,529,3,33,0
3235,Original Munich Premium Lager,972,-1,-1,0
3236,Bock,588,7,90,0
3237,Sly Fox Christmas Ale,1158,11,141,6.5
3238,Winterhook Robust Winter Ale 1993,1051,-1,-1,0
3239,Wee Heavy,1109,1,15,0
3240,Spiced Ale,1380,-1,-1,0
3241,Doppelbock,1218,7,90,10
3242,Cold Cock Porter (discontinued),121,2,25,0
3243,Blond Barleywine,1082,-1,-1,0
3244,Bombay by Boat IPA,883,3,31,0
3245,ESB,1051,-1,-1,0
3246,Sir Francis Stout,464,3,42,0
3247,Albino Rhino (discontinued),121,3,26,0
3248,Export,510,-1,-1,0
3249,Wheat Hook,1051,8,95,0
3250,Pacific Porter,1107,2,25,0
3251,Buzzard Breath (discontinued),121,3,26,5
3252,Bigfoot 1991,1142,-1,-1,9.6
3253,India Pale Ale,1380,3,26,0
3254,Imperial Stout,965,3,42,8
3255,Horn of the Bear Barleywine,41,-1,-1,0
3256,Our Special Ale 1992,39,-1,-1,0
3257,Red Nose,1126,-1,-1,0
3258,Winter Solstice Seasonal Ale 1992,41,-1,-1,0
3259,Hoppy Holidaze,827,-1,-1,0
3260,Hammerhead Barleywine 1990,965,-1,-1,0
3261,Celebration Ale 1992,1142,3,26,0
3262,Jolly Roger,464,-1,-1,9
3263,Holiday Wheat Bock,438,7,90,0
3264,Wintertime Ale 1992,919,3,38,0
3265,Hibernator Winter Ale,582,-1,-1,0
3266,Dunkel Hefeweizen,803,-1,-1,0
3267,Hefeweizen,803,8,95,0
3268,Pale Ale,803,3,26,0
3269,Dark,1046,2,25,0
3270,Amber,1046,3,33,0
3271,Pale,1046,3,26,0
3272,Aviator Doppelbock,585,7,90,0
3273,Honest Stout,585,3,42,0
3274,Christmas Ale,585,-1,-1,0
3275,Hornet Tail IPA,91,3,31,0
3276,Magic Brew,91,3,38,0
3277,Red Rock,91,3,33,0
3278,Harvest Gold,91,-1,-1,0
3279,Independence Ale,736,3,26,0
3280,Klout,736,3,42,0
3281,Klassic,736,3,26,0
3282,Krystal,736,8,95,0
3283,Stout,686,3,42,0
3284,Storm Cellar Porter,686,2,25,5.7
3285,Redwood Amber,686,3,33,0
3286,Red Nectar,686,3,33,5
3287,Gold Rush,686,3,26,4.5
3288,Honey and Ginger Ale,686,-1,-1,4
3289,Coal Porter,1278,2,25,0
3290,Gold Rush Ale,1278,3,26,0
3291,Wicked Springfest,978,7,91,0
3292,Peaches and Cream,1175,11,116,0
3293,Special Export,565,8,95,0
3294,Capt'n Krunkles,1243,-1,-1,0
3295,Bock Dark,895,7,90,0
3296,Wheat,895,8,95,0
3297,Red Ale,895,3,33,0
3298,American Pilsner,895,-1,-1,0
3299,Limestone Bavarian Style Bock (discontinued),28,7,90,0
3300,Limestone English Style Porter (discontinued),28,2,25,0
3301,Limestone 1897 Original Amber Ale (discontinued),28,3,33,0
3302,Beer,737,-1,-1,0
3303,Limestone Crisp-Hoppy Pale Ale (discontinued),28,3,26,0
3304,Extra Special Bitter Ale,933,-1,-1,0
3305,Noche Buena Special Holiday Amber Beer,360,8,95,0
3306,Moss Bay Extra,623,-1,-1,0
3307,Brown Ale,933,3,38,0
3308,Walnut Buffalo Gold Premium Ale,1068,-1,-1,0
3309,Tripppleberry Wheat,75,11,116,0
3310,Bighorn IPA,75,3,31,0
3311,Kickstart Oatmeal Stout,75,3,42,0
3312,Beachballs Red Ale,75,3,38,0
3313,Blonde Ale,75,-1,-1,0
3314,34th Street Porter,153,2,25,0
3315,Bourbon Street Stout,153,3,42,0
3316,Irish Red,153,3,26,0
3317,Summer Wheat,153,8,95,0
3318,Double ZZ Raspberry Wheat,153,11,116,0
3319,Voluptuous Blonde,153,-1,-1,0
3320,VHB,1190,3,26,0
3321,Pale Ale,686,3,26,0
3322,Hemp Ale,686,-1,-1,0
3323,Barleywine,389,-1,-1,0
3324,Auld Lang Syne,389,-1,-1,0
3325,India Pale Ale,516,3,26,0
3326,Prohibition Pale Ale,1177,3,26,0
3327,Stout of Circumstance,813,3,42,0
3328,Cole Porter,813,2,25,0
3329,Prescription Pale,813,3,26,0
3330,Golden Bitter,813,-1,-1,0
3331,Kr퀌_lsch,813,-1,-1,0
3332,Frambosia,581,11,116,0
3333,Buffalo Nutty Brown,581,3,38,0
3334,Celebration Red,581,3,33,0
3335,Four Sheets Cream Ale,581,8,95,0
3336,Amber Lager,66,8,95,0
3337,Gray Whale,965,3,26,0
3338,Bigfoot 1997,1142,-1,-1,9.6
3339,Holiday Scottish Strong Ale,965,1,15,0
3340,Bigfoot 1996,1142,-1,-1,9.6
3341,Grozet Gooseberry and Wheat Ale,1367,11,116,5
3342,5000 Year Ale,1030,-1,-1,0
3343,Edomae,50,-1,-1,0
3344,Amber Ale,623,3,33,0
3345,Drawbridge Blonde,623,-1,-1,0
3346,India Ale,1099,3,26,0
3347,Kona Coffee Stout,22,3,42,0
3348,Kuaipa,1277,3,31,0
3349,XXXXX Stout,984,3,42,0
3350,Jubelale,441,11,141,6.7
3351,Cross of Gold,1054,3,37,0
3352,Harvest Ale,1142,3,26,6.5
3353,East India Pale Ale,1291,3,26,4
3354,Jacobite Ale,1281,-1,-1,8
3355,Alba Scots Pine Ale,1367,-1,-1,7.5
3356,Wicked Winter Brew,978,11,121,0
3357,Wassail Winter Ale,562,1,13,0
3358,Oatmeal Stout,33,3,42,0
3359,Our Special Ale 1997,39,-1,-1,0
3360,Road Dog Ale,540,2,25,6
3361,Jack Frost Winter Doppelbock,1112,7,90,0
3362,Doggie Style Ale,540,3,26,0
3363,Frolic Shipwreck 1850 Ale,847,1,13,0
3364,Rauchbier,642,-1,-1,0
3365,Frambozen,905,5,70,0
3366,Christmas Ale,236,3,38,0
3367,Sweaty Betty Blonde,160,11,116,5.9
3368,Gingerwheat,1277,-1,-1,0
3369,1997,1358,-1,-1,6.8
3370,Pale Ale,562,3,26,0
3371,Stealth Dark Ale,631,2,25,0
3372,Red Eye Amber,631,3,33,0
3373,El Ni퀌�o Pale Ale,631,3,26,0
3374,Porter,1131,2,25,0
3375,Scotch,179,3,26,8
3376,Rauchbier,729,-1,-1,0
3377,Great White Beer,803,-1,-1,0
3378,Beer,1233,8,95,0
3379,Eisbock,912,7,90,0
3380,Kriek,912,11,116,0
3381,Apple Ale,912,11,116,0
3382,Weisse Beer,912,8,95,0
3383,Saaz Pilsner,912,-1,-1,0
3384,Premium Light,912,3,26,0
3385,Best Bitter,912,-1,-1,0
3386,Old Jack,912,1,13,0
3387,Nut Brown Ale,944,3,38,0
3388,Brown Ale,817,3,38,0
3389,Saint Arnold Texas Weat,1091,-1,-1,3.9
3390,Amarossa,1095,-1,-1,0
3391,Amber,1095,8,95,0
3392,Pecan Street Lager,939,8,95,0
3393,Hexen Br퀌_u,214,7,90,0
3394,Scottish Ale,666,-1,-1,0
3395,Buffalo Ale,666,3,33,0
3396,Dunkel Weizen,666,-1,-1,0
3397,Oktoberfest,666,7,84,0
3398,Rodeo Red,666,3,26,0
3399,Red Lager,666,8,95,0
3400,Shawnee Amber Ale,666,3,33,0
3401,Windmill Wheat Ale,666,4,50,0
3402,Yellow Rose Cream Ale,666,8,95,0
3403,Blueberry Blonde,1387,11,116,0
3404,Cask Scotch Ale,1387,-1,-1,0
3405,Icehaus Pale Ale,1387,3,26,0
3406,Oktoberfest,1387,7,84,0
3407,White Rock Red,1387,3,33,0
3408,Golden Wheat,1387,8,95,0
3409,Big Black Stout,1079,3,42,0
3410,Classic Pale,1079,3,26,0
3411,Dusseldorf-Style Altbier,1079,3,38,0
3412,Brown,1079,3,38,0
3413,Oktoberfest,1079,7,84,0
3414,Light Ale,1079,-1,-1,0
3415,Bavarian Wheat,1079,4,50,0
3416,Pilsner,1079,8,95,0
3417,Rainbow Trout Stout,1118,3,42,0
3418,Vail Pale Ale,1118,3,26,0
3419,Dunkelweizen,1118,-1,-1,0
3420,Downtown Brown,1118,3,38,0
3421,Oktoberfest,1118,7,84,0
3422,Pegasus Pilsner,1118,-1,-1,0
3423,Ranger Red,1118,3,33,0
3424,Shiner Blonde,1179,8,95,4.4
3425,Honey Bock,1095,7,90,0
3426,Black Dog Yellowstone Ale,1175,3,26,0
3427,Samuel Adams Golden Pilsner,157,-1,-1,0
3428,Hard Core Crisp Apple Cider,157,-1,-1,0
3429,"Double Eagle \High-Test\"" Scotch Ale""",985,1,15,8
3430,Classic Pale Ale,1199,3,26,0
3431,Rhubarb,1199,11,116,0
3432,Apricot,1199,11,116,0
3433,Hefeweizen,1199,4,50,0
3434,Northwest Pale Ale,1199,3,26,0
3435,Satin Stout,1199,3,42,0
3436,Bull Town Brown,1199,3,38,0
3437,Melon Head Red,1199,3,33,0
3438,Honey Wheat,1199,8,95,0
3439,Double Eagle Scotch Ale,985,-1,-1,5.8
3440,Double Eagle Brown Ale,985,3,38,0
3441,Double Eagle Golden Ale,985,3,26,0
3442,Davie Poplar IPA,1276,3,31,0
3443,Blackwood Mountain Stout,1276,3,42,0
3444,Bitter,1276,-1,-1,0
3445,Iron Mine Pale Ale,1276,3,26,0
3446,Big Bertha Brown,1276,3,38,0
3447,IPA,350,3,31,0
3448,Stout,350,3,42,0
3449,Amber,350,3,33,0
3450,Lager,350,8,95,0
3451,Stout,613,3,42,0
3452,Nut Brown Ale,613,3,38,0
3453,Greenshields Pale Ale,613,3,26,0
3454,Munich Summer Fest,613,7,84,0
3455,Amber,613,3,33,0
3456,Pilsner,613,-1,-1,0
3457,Tornado Ale,1008,3,26,0
3458,Hoppy Claus Holiday Ale,674,11,141,7.8
3459,Black Hawk Stout,847,3,42,0
3460,Yuletide Porter,847,2,25,0
3461,Total Eclipse Black Ale,674,3,42,5.6
3462,Rosed Porter,240,2,25,0
3463,Saranac Winter Wassail,512,11,141,5.8
3464,Traditional ESB,1031,-1,-1,0
3465,Amber Ale,562,3,33,0
3466,Golden Gate Copper Ale,582,3,33,0
3467,Desperado Pale Ale,389,3,26,0
3468,Sun Fest,1031,8,95,0
3469,Our Special Ale 1996,39,-1,-1,0
3470,Best Bitter Ale,706,-1,-1,0
3471,HighFalls Indiaman Trader India Pale Export Ale,656,3,26,0
3472,Cask ESB,965,-1,-1,0
3473,Golden Bear Lager,582,8,95,0
3474,India Pale Ale,562,3,26,0
3475,Pacific Ridge Pale Ale,44,3,26,0
3476,Hefe Weizen,1218,4,50,0
3477,Blue Heron Pale Ale,847,3,26,0
3478,Abbot Ale,612,-1,-1,0
3479,Affligem Tripel,279,-1,-1,0
3480,Liquid Sunshine Blonde Ale,674,3,37,5
3481,High Rollers Wheat Beer,41,8,95,0
3482,Red Tail Ale,847,3,26,0
3483,Hoppy Face Amber Ale,674,3,31,5.5
3484,Brown Bear Brown Ale,1067,3,38,0
3485,Raccoon Red Ale,1067,3,33,0
3486,Stillwater Stout,1067,3,42,0
3487,Boulder Creek Pale Ale,1067,3,26,0
3488,Pilsner,1067,8,95,0
3489,Faller Wheat,1067,8,95,0
3490,M퀌_rzen,1218,7,84,0
3491,California Blonde Ale,389,-1,-1,0
3492,Thompson Pale Ale,1163,3,26,5.5
3493,Kozlov Stout,1256,3,42,0
3494,Thirsty IPA,1256,3,31,0
3495,Meyer ESB,1256,-1,-1,0
3496,Brown Bear Ale,1256,3,38,0
3497,Polar Ale,1256,8,95,0
3498,Golden Vanilla Ale,1256,-1,-1,0
3499,Valencia Wheat,1256,-1,-1,0
3500,Fleishhacker Stout,92,3,42,0
3501,Essex S.O.B.,92,-1,-1,0
3502,Playland Pale Ale,92,3,26,0
3503,Alexander Alt,92,3,38,0
3504,Endless Summer Cream Ale,92,8,95,0
3505,Snow Cap Ale,1029,1,13,0
3506,Thomas Kemper HefeWeizen,1029,4,50,0
3507,Oktoberfest,1029,7,84,0
3508,Amber Lager,1029,8,95,0
3509,Stout,1029,3,42,0
3510,Pale,1029,3,26,0
3511,Thomas Kemper Porter,1029,2,25,0
3512,ESB,1029,-1,-1,0
3513,HefeWeizen,1029,8,95,0
3514,IPA,1029,3,31,0
3515,Porter,1029,2,25,0
3516,Best Brown,1029,3,38,0
3517,DPA,1029,3,26,0
3518,Apricot Wheat,1029,11,116,5.1
3519,Summer Brau,1029,8,95,0
3520,Sun Fest,1029,8,95,0
3521,Thomas Kemper Belgian White,1029,-1,-1,0
3522,Wheaten Ale,1029,8,95,0
3523,Weizenberry,1029,11,116,0
3524,Honey Weizen,1029,8,95,0
3525,Nitro Stout,41,3,42,0
3526,Baritone Red,883,3,33,0
3527,4868 Dark Wheat,883,2,25,0
3528,Copper Wheat,677,8,95,0
3529,Summer Nectar Wheat Ale,686,-1,-1,0
3530,Atta Boy IPA,1004,3,31,7.3
3531,Honey Wheat,1004,8,95,3.9
3532,Stout,516,3,42,0
3533,Alt Bier,516,3,38,0
3534,Pale Ale,516,3,26,0
3535,Burton Pale Ale,516,-1,-1,0
3536,Best Bitter,516,-1,-1,0
3537,Hefe Weizen,516,4,50,0
3538,Golden,516,3,26,0
3539,K퀌_lsch,516,-1,-1,0
3540,Stout,614,3,42,0
3541,Weizen,614,8,95,0
3542,Hammerhead Red,614,3,26,0
3543,Colorado K퀌_lsch Ale,642,-1,-1,0
3544,Tilted Kilt Ale,1030,1,15,0
3545,Special Reserve Oatmeal Ale,843,3,26,0
3546,Pau Hana Porter,22,2,25,0
3547,Special Reserve Anniversary Porter,843,2,25,0
3548,Royal Oak Pale Ale,488,-1,-1,0
3549,AK Original Bitter,843,-1,-1,0
3550,Golden Ale,22,3,26,0
3551,Bohemia Cl퀌�sica,360,8,95,0
3552,Port Royal Export,362,8,95,0
3553,Lone Star,1215,8,95,0
3554,Crno Pivo,732,-1,-1,0
3555,Cabro Extra,364,8,95,0
3556,Dry Pear Hard Cider,1377,-1,-1,0
3557,Brown Ale,259,3,38,5.6
3558,Brooklyn Lager,259,-1,-1,5.2
3559,Base Camp Golden Ale,520,3,37,4.9
3560,Edelweiss Hefetr퀌_b,663,4,50,0
3561,Carta Blanca,360,8,95,0
3562,Flying Horse Royal Lager Beer,1312,8,95,0
3563,Bumbucha Stout,1098,3,42,0
3564,S-Team,1098,-1,-1,0
3565,Ehu Ale,1098,3,38,0
3566,Affligem Dubbel,12,5,60,6.8
3567,Mort Subite Gueuze Lambic,274,5,70,4.5
3568,Old Knucklehead 2000,255,-1,-1,9.1
3569,Black Lava Lager,631,7,86,0
3570,Red Sky Amber Lager,631,8,95,0
3571,Paradise Pale Lager,631,-1,-1,0
3572,Moonset Lager,631,8,95,0
3573,Porteris,19,7,90,7
3574,Luksusa,19,-1,-1,5.2
3575,Zelta,19,-1,-1,5
3576,Ice,878,8,95,0
3577,Hefeweizen,1380,4,50,0
3578,Double Black Stout,1051,3,42,0
3579,Michelob Pale Ale,44,3,26,0
3580,Singha Gold,152,-1,-1,0
3581,Macadamia Nut Brown Ale,22,-1,-1,0
3582,Amber Ale,22,3,33,0
3583,Old Crustacean Barleywine 1996,1072,-1,-1,0
3584,IPA Pale Ale,1040,3,31,0
3585,Ironhorse Not Brown,1040,3,38,0
3586,Anchorage Ale,1144,3,26,0
3587,Mirrorpond Pale Ale,441,3,26,5
3588,Porter,255,2,25,0
3589,Stout,1131,3,42,0
3590,Big Kahuna Brown,1131,3,38,0
3591,Amber,1131,3,33,0
3592,Poi Dog Wheat,1131,8,95,0
3593,Hula Girl Pale Ale,1131,-1,-1,0
3594,Scotch brand Ale,1031,1,15,7.2
3595,Red Barrel,1342,-1,-1,0
3596,Macadamia Nut Brown,22,-1,-1,0
3597,Acme California Brown Ale,919,3,38,5.6
3598,Oktoberfest,1259,7,84,0
3599,No Doubt Stout,1306,3,42,0
3600,Red Ale,846,3,33,0
3601,Dark Wheat,1142,8,95,0
3602,Samuel Adams Cranberry Lambic,157,5,70,5.9
3603,Ace Pear Cider,331,-1,-1,0
3604,Lilikoi Wheat Ale,751,11,116,0
3605,Summer Wheat,1306,8,95,0
3606,Hula Berry,1277,11,116,0
3607,Paniolo Ale,1277,3,33,0
3608,Draft,1110,8,95,0
3609,Stout,751,3,42,0
3610,Three Stooges Beer,969,8,95,0
3611,Thyme of the Saison,483,-1,-1,0
3612,The Lonely Guy India Pale Ale,483,3,26,0
3613,Organic Porter,323,2,25,0
3614,Copperhead Premium Ruby Lager,1327,7,84,0
3615,Beer,846,-1,-1,0
3616,Storm Super Premium Malt Liquor,772,8,95,10
3617,Old Australia Stout,1167,3,42,0
3619,Rye,1051,8,95,0
3620,Bohemian Pilsner,978,-1,-1,0
3621,Snow Cap,1031,1,13,6.9
3622,Obsidian Stout,441,3,42,6.4
3623,Blacksmith Porter,917,2,25,0
3624,Cascade Golden Ale,441,3,26,4.5
3625,Honey Weizen,917,8,95,0
3626,Raspberry Weizen,917,11,116,0
3627,Steam Lager,101,-1,-1,0
3628,Lion Lev Export Lager Beer Double Bock,990,7,90,0
3629,Bachelor ESB,441,1,5,5.3
3630,Black Lion Lev Czech Premium Dark Beer,990,-1,-1,0
3631,Black Jack Black and Tan,1334,8,95,0
3632,Barking Fish Porter,1300,2,25,0
3633,ESB,1300,-1,-1,0
3634,Route 66 Amber Ale,1300,3,33,0
3635,Bulldog Brown,1300,3,38,0
3636,Osage Golden Wheat Ale,1300,8,95,0
3637,Honey Blonde Light Pale Ale,1300,-1,-1,0
3638,Texas Special 101 Porter,665,2,25,0
3639,Black Rock Bock,665,7,90,0
3640,Buffalo Ale,665,3,26,0
3641,Special Old Ale,394,1,13,0
3642,Golden Ale,394,3,26,0
3643,Famous Porter,394,2,25,0
3644,Classic Stout,394,3,42,0
3645,Amber Ale,394,3,33,0
3646,Wheaten Ale,333,8,95,0
3647,Tall Tale Pale Ale,333,3,26,4.9
3648,Regatta Golden,333,-1,-1,4.2
3649,Charles River Porter,333,2,25,6
3650,Cambridge Amber,333,3,33,4.3
3651,Kenmore K퀌_lsch,158,-1,-1,0
3652,IPA,158,3,31,0
3653,Hercules Stong Ale,158,-1,-1,0
3654,Buckeye Oatmeal Stout,158,3,42,0
3655,Boston Red,158,3,33,0
3656,Oktoberfest,1126,7,84,0
3657,Pale Bock,324,7,90,0
3658,Maibock,464,7,90,0
3659,Porter,499,2,25,0
3660,Amber,499,3,33,0
3661,Independence Ale,251,3,26,6.7
3662,Red Oak Ale,130,3,26,0
